event_id,event_name,start_date_time,end_date_time,event_agency,event_type,event_borough,event_location,event_street_side,street_closure_type,community_board,police_precinct,latitude,longitude
783383,Azah 16 Community Block Party,08/17/2024 10:00:00 AM,08/17/2024 05:30:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  127 STREET between MALCOLM X BOULEVARD and 7 AVENUE,Full,Full Street Closure,"10,","28, 32,",40.826,-73.9371
803096,Magal of Touba,08/23/2024 09:00:00 AM,08/23/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  129 STREET between 7 AVENUE and 8 AVENUE,Full,Full Street Closure,"10,","32,",40.8278,-73.9354
773361,LOVE ON THE BLOCK- B2S,09/07/2024 12:00:00 PM,09/07/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  129 STREET between ADAM CLAYTON POWELL JR BOULEVARD and FREDERICK DOUGLASS BOULEVARD,Full,Full Street Closure,"10,","32,",40.8278,-73.9354
780340,131st Street 4th Annual Back 2 School Block Party,08/10/2024 12:00:00 PM,08/10/2024 06:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  131 STREET between 7 AVENUE and 8 AVENUE,Full,Full Street Closure,"10,","32,",40.8296,-73.9337
784624,23rd Annual Praise Jam Back To School Block Party,08/31/2024 12:00:00 PM,08/31/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  132 STREET between LENOX AVENUE and 5 AVENUE,Full,Full Street Closure,"10,","32,",40.8305,-73.9329
790569,13th year kids halloween block party,10/12/2024 10:00:00 AM,10/12/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  133 STREET between 7 AVENUE and LENOX AVENUE,Full,Full Street Closure,"10,","32,",40.8313,-73.9321
796769,DAY OF dignity,08/31/2024 10:00:00 AM,08/31/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  133 STREET between ADAM CLAYTON POWELL BOULEVARD and FREDERICK DOUGLASS BOULEVARD,Full,Full Street Closure,"10,","32,",40.8313,-73.9321
774445,Student Field Day,06/10/2024 09:00:00 AM,06/10/2024 02:30:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  133 STREET between AMSTERDAM AVENUE and CONVENT AVENUE,Full,Full Street Closure,"9,","26,",40.8313,-73.9321
795784,NYRR Percy Sutton Harlem 5K,08/10/2024 08:00:00 AM,08/10/2024 10:30:00 AM,Street Activity Permit Office,Street Event,Manhattan,"WEST  134 STREET between ST NICHOLAS AVENUE and FREDERICK DOUGLASS BOULEVARD,  WEST  135 STREET between EDGECOMBE AVENUE and FREDERICK DOUGLASS BOULEVARD,  WEST  136 STREET between EDGECOMBE AVENUE and FREDERICK DOUGLASS BOULEVARD,  ST NICHOLAS AVENUE between WEST  133 STREET and WEST  134 STREET,  ST NICHOLAS AVENUE between WEST  134 STREET and WEST  135 STREET,  EDGECOMBE AVENUE between WEST  135 STREET and WEST  136 STREET,  EDGECOMBE AVENUE between WEST  136 STREET and WEST  137 STREET,  EDGECOMBE AVENUE between WEST  137 STREET and WEST  138 STREET,  EDGECOMBE AVENUE between WEST  138 STREET and WEST  139 STREET,  EDGECOMBE AVENUE between WEST  139 STREET and WEST  140 STREET,  WEST  139 STREET between EDGECOMBE AVENUE and ST NICHOLAS AVENUE,  ST NICHOLAS AVENUE between WEST  139 STREET and WEST  140 STREET,  ST NICHOLAS AVENUE between WEST  140 STREET and WEST  141 STREET,  ST NICHOLAS AVENUE between WEST  141 STREET and WEST  145 STREET,  ST NICHOLAS AVENUE between WEST  145 STREET and WEST  146 STREET,  ST NICHOLAS AVENUE between WEST  146 STREET and WEST  147 STREET,  ST NICHOLAS AVENUE between WEST  147 STREET and WEST  148 STREET,  ST NICHOLAS AVENUE between WEST  148 STREET and WEST  149 STREET,  ST NICHOLAS AVENUE between WEST  149 STREET and WEST  150 STREET,  ST NICHOLAS AVENUE between WEST  150 STREET and WEST  151 STREET,  ST NICHOLAS AVENUE between WEST  151 STREET and WEST  152 STREET,  ST NICHOLAS AVENUE between WEST  152 STREET and WEST  153 STREET,  ST NICHOLAS AVENUE between WEST  153 STREET and WEST  154 STREET,  ST NICHOLAS AVENUE between WEST  154 STREET and WEST  155 STREET,  WEST  141 STREET between ST NICHOLAS AVENUE and HAMILTON TERRACE,  WEST  141 STREET between HAMILTON TERRACE and CONVENT AVENUE,  CONVENT AVENUE between WEST  141 STREET and WEST  140 STREET,  CONVENT AVENUE between WEST  140 STREET and WEST  135 STREET,  WEST  135 STREET between CONVENT AVENUE and ST NICHOLAS TERRACE,  ST NICHOLAS TERRACE between WEST  135 STREET an",Full,Full Street Closure,"10, 9,","26, 30, 32,",40.8322,-73.9313
778934,T.A.G. Youth Explosion,08/03/2024 12:00:00 PM,08/03/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  135 STREET between 7 AVENUE and LENOX AVENUE,Full,Full Street Closure,"10,","32,",40.833,-73.9305
784329,OTS Block Party,07/20/2024 10:00:00 AM,07/20/2024 05:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  136 STREET between BROADWAY and RIVERSIDE DRIVE,Full,Full Street Closure,"9,","30,",40.8338,-73.9297
810039,West 137 St Longest table Harlem,09/28/2024 12:00:00 PM,09/28/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  137 STREET between FREDERICK DOUGLASS BOULEVARD and ADAM CLAYTON POWELL BOULEVARD,Full,Full Street Closure,"10,","32,",40.8347,-73.9289
809531,Abyssinian Installation Gala Reception,09/27/2024 06:00:00 PM,09/27/2024 10:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  138 STREET between ADAM CLAYTON POWELL BOULEVARD and MALCOLM X BOULEVARD,Full,Full Street Closure,"10,","32,",40.8355,-73.9281
801881,Strivers Row Halloween Festival,10/31/2024 03:00:00 PM,10/31/2024 08:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  139 STREET between ADAM CLAYTON POWELL JR BOULEVARD and FREDERICK DOUGLASS BOULEVARD,Full,Full Street Closure,"10,","32,",40.8363,-73.9273
810141,New York State Assembly Member Inez E. Dickens Community Resource Event,09/19/2024 12:00:00 PM,09/19/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  140 STREET between ADAM CLAYTON POWELL JR BOULEVARD and LENOX AVENUE,Full,Full Street Closure,"10,","32,",40.8372,-73.9265
788741,Victor Rojas Family Day Block Party,08/23/2024 11:00:00 AM,08/23/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  140 STREET between BROADWAY and RIVERSIDE DRIVE,Full,Full Street Closure,"9,","30,",40.8372,-73.9265
783371,Family and friends day,08/24/2024 12:00:00 PM,08/24/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  141 STREET between LENOX AVENUE and ADAM CLAYTON POWELL BOULEVARD,Full,Full Street Closure,"10,","32,",40.838,-73.9257
796388,GCCS Back To School Event 2024,08/30/2024 12:00:00 PM,08/30/2024 02:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  142 STREET between 5 AVENUE and CHISUM PLACE,Full,Full Street Closure,"10,","32,",40.8388,-73.9249
795544,Drew Hamilton Family Day 2024,08/24/2024 12:00:00 PM,08/24/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  142 STREET between 7 AVENUE and 8 AVENUE,Full,Full Street Closure,"10,","32,",40.8388,-73.9249
801030,The 142nd Street Block Association Annual End-of-Summer Block Party,09/21/2024 10:00:00 AM,09/21/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  142 STREET between 7 AVENUE and LENOX AVENUE,Full,Full Street Closure,"10,","32,",40.8388,-73.9249
793708,"Travelers Rest Baptist Church,Back to School Event",08/24/2024 12:00:00 PM,08/24/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  142 STREET between AMSTERDAM AVENUE and HAMILTON PLACE,Full,Full Street Closure,"9,","30,",40.8388,-73.9249
793730,BroSis Annual Block Party,08/24/2024 12:00:00 PM,08/24/2024 06:30:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  143 STREET between AMSTERDAM AVENUE and BROADWAY,Full,Full Street Closure,"9,","30,",40.8397,-73.9241
782884,143rd st block party,08/31/2024 02:00:00 PM,08/31/2024 09:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  143 STREET between BROADWAY and RIVERSIDE DRIVE,Full,Full Street Closure,"9,","30,",40.8397,-73.9241
777704,Fred Samuel RA Family Day 2023,07/20/2024 12:00:00 PM,07/20/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  144 STREET between 7 AVENUE and LENOX AVENUE,Full,Full Street Closure,"10,","32,",40.8405,-73.9233
781138,For a better community,08/10/2024 11:00:00 AM,08/10/2024 06:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  144 STREET between BROADWAY and RIVERSIDE DRIVE,Full,Full Street Closure,"9,","30,",40.8405,-73.9233
782330,Back to School Event,08/24/2024 12:00:00 PM,08/24/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  146 STREET between FREDRICK DOUGLASS BOULEVARD and ADAM CLAYTON POWELL BOULEVARD,Full,Full Street Closure,"10,","32,",40.8422,-73.9216
788758,Neighbors Unite Annual Family Day,08/10/2024 11:00:00 AM,08/10/2024 05:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  147 STREET between 7 AVENUE and 8 AVENUE,Full,Full Street Closure,"10,","32,",40.843,-73.9208
781884,Celebration Of Life,08/10/2024 12:00:00 PM,08/10/2024 08:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  147 STREET between AMSTERDAM AVENUE and BROADWAY,Full,Full Street Closure,"9,","30,",40.843,-73.9208
764376,Community Street Ministry,07/27/2024 10:00:00 AM,07/27/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  147 STREET between AMSTERDAM AVENUE and CONVENT AVENUE,Both,Full Street Closure,"9,","30,",40.843,-73.9208
774983,ECD West 147 Estree,06/29/2024 12:00:00 PM,06/29/2024 04:30:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  147 STREET between BROADWAY and AMSTERDAM AVENUE,Full,Full Street Closure,"9,","30,",40.843,-73.9208
796744,Return of the 149th Street Block Party,08/31/2024 09:30:00 AM,08/31/2024 05:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  149 STREET between AMSTERDAM AVENUE and BROADWAY,Full,Full Street Closure,"9,","30,",40.8448,-73.9191
760514,149TH ANNUAL BLOCK PARTY,08/24/2024 10:00:00 AM,08/24/2024 06:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  149 STREET between AMSTERDAM AVENUE and CONVENT AVENUE,Full,Full Street Closure,"9,","30,",40.8448,-73.9191
812152,New Heights October Fest,10/30/2024 05:00:00 PM,10/30/2024 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  150 STREET between AMSTERDAM AVENUE and BROADWAY,Full,Full Street Closure,"9,","30,",40.8456,-73.9183
773136,W 150th St Block Party,08/10/2024 12:00:00 PM,08/10/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  150 STREET between BROADWAY and AMSTERDAM AVENUE,Full,Full Street Closure,"9,","30,",40.8456,-73.9183
780434,600 Block Association Block Party,08/31/2024 11:00:00 AM,08/31/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  151 STREET between RIVERSIDE DRIVE and BROADWAY,Full,Full Street Closure,"9,","30,",40.8464,-73.9175
777865,I Love St. Luke Day,07/27/2024 10:00:00 AM,07/27/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  152 STREET between AMSTERDAM AVENUE and BROADWAY,Full,Full Street Closure,"9,","30,",40.8473,-73.9167
781169,153rd Street Block Party,08/17/2024 12:00:00 PM,08/17/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  153 STREET between ST NICHOLAS AVENUE and AMSTERDAM AVENUE,Full,Full Street Closure,"9,","30,",40.8481,-73.9159
809489,Polo Ground  Neighborhood Stat,09/28/2024 11:00:00 AM,09/28/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  155 STREET between FREDRICK DOUGLASS BOULEVARD and BRADHURST AVENUE,Full,Full Street Closure,"10,","30, 32,",40.8497,-73.9143
812546,CHAHs Fall Festival,11/09/2024 11:00:00 AM,11/09/2024 02:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  158 STREET between BROADWAY and AMSTERDAM AVENUE,Full,Full Street Closure,"12,","33,",40.8522,-73.9119
788329,Uptown Action 161 Block Party 3rd Annual event,08/10/2024 12:00:00 PM,08/10/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  161 STREET between RIVERSIDE DRIVE and FORT WASHINGTON AVENUE,Full,Full Street Closure,"12,","33,",40.855,-73.9091
771676,NY Presbyterian Hospital Employee Appreciation Day at NYP Columbia,06/26/2024 10:30:00 AM,06/26/2024 08:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"WEST  169 STREET between FT WASHINGTON AVENUE and HAVEN AVENUE,  HAVEN AVENUE between WEST  169 STREET and WEST  170 STREET,  FT WASHINGTON AVENUE between WEST  168 STREET and WEST  169 STREET",Full,Full Street Closure,"12,","33,",40.8629,-73.8999
809128,"Inauguration of Our Health Center, Dr. Gonzalez Medical Center",09/07/2024 04:15:00 PM,09/07/2024 08:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  180 STREET between FORT WASHINGTON AVENUE and PINEHURST AVENUE,Full,Full Street Closure,"12,","34,",40.8728,-73.9007
814766,Street Co-Naming: Edith Prentis,10/19/2024 11:00:00 AM,10/19/2024 01:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  186 STREET between OVERLOOK TERRACE and BENNETT AVENUE,Full,Full Street Closure,"12,","34,",40.8795,-73.8954
789852,187 Block Party,08/03/2024 12:00:00 PM,08/03/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  187 STREET between AMSTERDAM AVENUE and LAUREL HILL TERRACE,Full,Full Street Closure,"12,","34,",40.8803,-73.8946
769483,The Village Trip,09/14/2024 01:00:00 PM,09/14/2024 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"WEST FOURTH STREET between BARROW STREET and JONES STREET,  BARROW STREET between 7 AVENUE SOUTH and WEST FOURTH STREET,  WEST FOURTH STREET between WASHINGTON PLACE and BARROW STREET",Full,Full Street Closure,"2,","6,",40.7301,-74.0027
746448,Bike MS NYC 2024,10/20/2024 06:00:00 AM,10/20/2024 08:00:00 AM,Street Activity Permit Office,Street Event,Manhattan,"WEST SIDE HIGHWAY between WEST   34 STREET and WEST   43 STREET,  WEST   43 STREET between WEST SIDE HIGHWAY and 11 AVENUE,  WEST   41 STREET between WEST SIDE HIGHWAY and 11 AVENUE",Full,Full Street Closure,"4,","10, 18,",,
